tanggal,harga_emas,kurs_jual,kurs_beli,data_inflasi,suku_bunga_bi,new_cases,new_deaths
2010-01-04,408000,9377.0,9283.0,0.037200000000000004,6.5,0.0,0.0
2010-01-05,410000,9355.0,9261.0,0.037200000000000004,6.5,0.0,0.0
2010-01-06,410000,9355.0,9261.0,0.037200000000000004,6.5,0.0,0.0
2010-01-07,412000,9274.0,9182.0,0.037200000000000004,6.5,0.0,0.0
2010-01-08,410000,9286.0,9194.0,0.037200000000000004,6.5,0.0,0.0
2010-01-11,413000,9176.0,9084.0,0.037200000000000004,6.5,0.0,0.0
2010-01-12,410000,9231.0,9139.0,0.037200000000000004,6.5,0.0,0.0
2010-01-13,409000,9226.0,9134.0,0.037200000000000004,6.5,0.0,0.0
2010-01-14,410000,9196.0,9104.0,0.037200000000000004,6.5,0.0,0.0
2010-01-15,408000,9251.0,9159.0,0.037200000000000004,6.5,0.0,0.0
2010-01-18,406000,9276.0,9184.0,0.037200000000000004,6.5,0.0,0.0
2010-01-19,410000,9271.0,9179.0,0.037200000000000004,6.5,0.0,0.0
2010-01-20,410000,9321.0,9229.0,0.037200000000000004,6.5,0.0,0.0
2010-01-21,408000,9366.0,9272.0,0.037200000000000004,6.5,0.0,0.0
2010-01-22,404000,9435.0,9341.0,0.037200000000000004,6.5,0.0,0.0
2010-01-25,404000,9387.0,9293.0,0.037200000000000004,6.5,0.0,0.0
2010-01-26,404000,9362.0,9268.0,0.037200000000000004,6.5,0.0,0.0
2010-01-27,404000,9427.0,9333.0,0.037200000000000004,6.5,0.0,0.0
2010-01-28,403000,9455.0,9361.0,0.037200000000000004,6.5,0.0,0.0
2010-01-29,403000,9412.0,9318.0,0.037200000000000004,6.5,0.0,0.0
2010-02-01,403000,9442.0,9348.0,0.0381,6.5,0.0,0.0
2010-02-02,405000,9417.0,9323.0,0.0381,6.5,0.0,0.0
2010-02-03,406000,9392.0,9298.0,0.0381,6.5,0.0,0.0
2010-02-04,404000,9372.0,9278.0,0.0381,6.5,0.0,0.0
2010-02-05,401000,9440.0,9346.0,0.0381,6.5,0.0,0.0
2010-02-08,400000,9460.0,9366.0,0.0381,6.5,0.0,0.0
2010-02-09,401000,9435.0,9341.0,0.0381,6.5,0.0,0.0
2010-02-10,402000,9397.0,9303.0,0.0381,6.5,0.0,0.0
2010-02-11,401000,9407.0,9313.0,0.0381,6.5,0.0,0.0
2010-02-12,403000,9418.0,9324.0,0.0381,6.5,0.0,0.0
2010-02-15,402000,9387.0,9293.0,0.0381,6.5,0.0,0.0
2010-02-16,403000,9384.0,9290.0,0.0381,6.5,0.0,0.0
2010-02-17,406000,9326.0,9234.0,0.0381,6.5,0.0,0.0
2010-02-18,401000,9372.0,9278.0,0.0381,6.5,0.0,0.0
2010-02-19,401000,9405.0,9311.0,0.0381,6.5,0.0,0.0
2010-02-22,408000,9338.0,9246.0,0.0381,6.5,0.0,0.0
2010-02-23,402000,9365.0,9271.0,0.0381,6.5,0.0,0.0
2010-02-24,401000,9368.0,9274.0,0.0381,6.5,0.0,0.0
2010-02-25,400000,9382.0,9288.0,0.0381,6.5,0.0,0.0
2010-03-01,404000,9360.0,9266.0,0.034300000000000004,6.5,0.0,0.0
2010-03-02,401000,9321.0,9229.0,0.034300000000000004,6.5,0.0,0.0
2010-03-03,405000,9323.0,9231.0,0.034300000000000004,6.5,0.0,0.0
2010-03-04,406000,9311.0,9219.0,0.034300000000000004,6.5,0.0,0.0
2010-03-05,403000,9311.0,9219.0,0.034300000000000004,6.5,0.0,0.0
2010-03-08,404000,9246.0,9154.0,0.034300000000000004,6.5,0.0,0.0
2010-03-09,400000,9244.0,9152.0,0.034300000000000004,6.5,0.0,0.0
2010-03-10,399000,9234.0,9142.0,0.034300000000000004,6.5,0.0,0.0
2010-03-11,398000,9231.0,9139.0,0.034300000000000004,6.5,0.0,0.0
2010-03-12,398000,9229.0,9137.0,0.034300000000000004,6.5,0.0,0.0
2010-03-15,397000,9221.0,9129.0,0.034300000000000004,6.5,0.0,0.0
2010-03-17,400000,9195.0,9103.0,0.034300000000000004,6.5,0.0,0.0
2010-03-18,398000,9166.0,9074.0,0.034300000000000004,6.5,0.0,0.0
2010-03-22,396000,9162.0,9070.0,0.034300000000000004,6.5,0.0,0.0
2010-03-23,395000,9165.0,9073.0,0.034300000000000004,6.5,0.0,0.0
2010-03-24,395000,9166.0,9074.0,0.034300000000000004,6.5,0.0,0.0
2010-03-25,394000,9184.0,9092.0,0.034300000000000004,6.5,0.0,0.0
2010-03-26,395000,9182.0,9090.0,0.034300000000000004,6.5,0.0,0.0
2010-03-29,396000,9135.0,9045.0,0.034300000000000004,6.5,0.0,0.0
2010-03-30,396000,9115.0,9025.0,0.034300000000000004,6.5,0.0,0.0
2010-03-31,395000,9161.0,9069.0,0.034300000000000004,6.5,0.0,0.0
2010-04-01,397000,9120.0,9030.0,0.0391,6.5,0.0,0.0
